nombre_sector_code,nro_crianza,nro_pabellon,mes_carga,edad_madres_dias,peso_inicial_gramos,sexo,edad_promedio_faena_dias,edad_proyeccion_dias,kilos_recibidos_percapita,ganancia_promedio_gramos,tipoConstruccion,densidad_pollos_m2
alhue,166,9,5,420.1794871794872,49.25,MACHO,44.0,32,3.53832882971897,66.98240314537783,Transversal,13.0
alhue,166,10,5,341.65384615384613,49.26282051282051,MACHO,44.0,32,3.53832882971897,64.98293116348671,Transversal,13.0
alhue,166,11,5,224.8974358974359,40.06410256410256,MACHO,44.0,32,3.53832882971897,64.66900239719713,Transversal,13.0
alhue,166,12,5,240.625,41.5,MACHO,44.0,32,3.53832882971897,64.99726726179632,Transversal,13.0
alhue,166,13,5,321.4898076923077,46.82779487179487,MACHO,44.0,32,3.53832882971897,63.58641098484848,Transversal,13.0
alhue,166,14,5,350.83012820512823,47.4198717948718,MACHO,43.0,32,3.53832882971897,68.78452776459422,Transversal,13.0
alhue,167,2,7,290.18589743589746,44.7724358974359,MACHO,42.0,32,3.733087932228955,68.41522738429956,Transversal,13.0
alhue,167,3,7,350.448717948718,48.12820512820513,MACHO,42.0,32,3.733087932228955,67.52792277038782,Transversal,13.0
alhue,167,4,7,403.0160256410256,49.66346153846154,MACHO,42.0,32,3.733087932228955,70.07431630407754,Transversal,13.0
alhue,167,5,7,282.4679487179488,45.56570512820513,MACHO,42.0,32,3.733087932228955,67.42758579860828,Transversal,13.0
alhue,167,6,7,377.3942307692308,48.74679487179487,MACHO,42.0,32,3.733087932228955,68.24362922301067,Transversal,13.0
alhue,167,7,7,376.7660256410256,48.29967948717949,MACHO,42.0,32,3.733087932228955,69.07959426338907,Transversal,13.0
alhue,167,8,7,205.93910256410257,38.29326923076923,MACHO,44.0,32,3.733087932228955,66.86216418865786,Transversal,13.0
alhue,167,9,7,235.3076923076923,41.11858974358975,MACHO,44.0,32,3.733087932228955,69.28303655107779,Transversal,13.0
alhue,167,11,7,301.17679487179487,44.38297051282051,MACHO,44.0,32,3.733087932228955,67.00782949108309,Transversal,13.0
alhue,167,12,7,379.12179487179486,47.78044871794872,MACHO,44.0,32,3.733087932228955,69.04847268469948,Transversal,13.0
alhue,167,13,7,425.6538461538461,48.381410256410255,MACHO,42.0,32,3.733087932228955,67.90278924671988,Transversal,13.0
bosque nuevo,226,16,8,386.26,48.8,HEMBRA,43.0,32,2.9717044655371065,61.71564482029599,Tradicional,15.0
bosque nuevo,226,17,8,265.3,46.13333333333333,HEMBRA,43.0,32,2.9717044655371065,58.27257977285019,Tradicional,15.0
bosque nuevo,226,18,8,287.0,47.0,HEMBRA,43.0,32,2.9717044655371065,59.20173066522444,Tradicional,15.0
bosque nuevo,226,19,8,344.61,48.44976866666667,HEMBRA,43.0,32,2.9717044655371065,58.08180382332116,Tradicional,15.0
